Order Reference,Vendor,Order Deadline,Expected Arrival,Vendor Reference,Order Lines/Products,Order Lines/Quantity,Order Lines/Unit Price,Order Lines/Taxes,Payment Terms
PO2025-1064,Supplier 20,2025-11-24,2025-12-01,VREF-4508,PROD046,31,117.82,TVA 20%,End of Month
PO2025-1064,Supplier 20,2025-11-24,2025-12-01,VREF-4508,P0015,40,214.15,TVA 20%,End of Month
PO2025-1065,Supplier 3,2025-11-17,2025-11-20,VREF-8153,PROD038,1,467.8,TVA 20%,Immediate Payment
PO2025-1066,Supplier 25,2025-09-25,2025-10-01,VREF-2194,PROD031,1,156.36,TVA 20%,End of Month
PO2025-1067,Supplier 17,2025-12-04,2025-12-12,VREF-4350,PROD005,20,81.66,TVA 20%,30 Days
PO2025-1067,Supplier 17,2025-12-04,2025-12-12,VREF-4350,PROD009,2,317.43,TVA 20%,30 Days
PO2025-1068,Supplier 15,2025-11-25,2025-12-01,VREF-3006,P0017,2,365.71,TVA 20%,30 Days
PO2025-1068,Supplier 15,2025-11-25,2025-12-01,VREF-3006,PROD027,31,304.61,TVA 20%,30 Days
PO2025-1068,Supplier 15,2025-11-25,2025-12-01,VREF-3006,P0030,30,10.77,TVA 20%,30 Days
PO2025-1068,Supplier 15,2025-11-25,2025-12-01,VREF-3006,PROD014,2,94.38,TVA 20%,30 Days
PO2025-1069,Supplier 28,2025-11-18,2025-11-28,VREF-5927,PROD008,4,107.01,TVA 20%,15 Days
PO2025-1069,Supplier 28,2025-11-18,2025-11-28,VREF-5927,P0014,10,275.83,TVA 20%,15 Days
PO2025-1069,Supplier 28,2025-11-18,2025-11-28,VREF-5927,PROD006,44,52.18,TVA 20%,15 Days
PO2025-1069,Supplier 28,2025-11-18,2025-11-28,VREF-5927,P0022,23,450.46,TVA 20%,15 Days
PO2025-1070,Supplier 21,2025-10-19,2025-10-27,VREF-4740,P0029,43,59.94,TVA 20%,15 Days
PO2025-1071,Supplier 10,2025-10-01,2025-10-03,VREF-4890,P0022,40,429.2,TVA 20%,End of Month
PO2025-1072,Supplier 6,2025-11-24,2025-12-02,VREF-8889,PROD040,39,382.54,TVA 20%,30 Days
PO2025-1072,Supplier 6,2025-11-24,2025-12-02,VREF-8889,PROD015,11,403.45,TVA 20%,30 Days
PO2025-1072,Supplier 6,2025-11-24,2025-12-02,VREF-8889,PROD007,27,471.51,TVA 20%,30 Days
PO2025-1073,Supplier 7,2025-10-01,2025-10-04,VREF-4757,PROD016,37,339.89,TVA 20%,30 Days
PO2025-1073,Supplier 7,2025-10-01,2025-10-04,VREF-4757,PROD004,36,496.64,TVA 20%,30 Days
PO2025-1073,Supplier 7,2025-10-01,2025-10-04,VREF-4757,PROD045,42,79.2,TVA 20%,30 Days
PO2025-1074,Supplier 9,2025-11-15,2025-11-22,VREF-8743,PROD045,31,319.12,TVA 20%,15 Days
PO2025-1074,Supplier 9,2025-11-15,2025-11-22,VREF-8743,PROD010,28,28.74,TVA 20%,15 Days
PO2025-1074,Supplier 9,2025-11-15,2025-11-22,VREF-8743,P0027,39,365.5,TVA 20%,15 Days
PO2025-1074,Supplier 9,2025-11-15,2025-11-22,VREF-8743,PROD039,37,126.77,TVA 20%,15 Days
PO2025-1075,Supplier 29,2025-11-04,2025-11-13,VREF-7585,P0030,27,227.82,TVA 20%,Immediate Payment
PO2025-1075,Supplier 29,2025-11-04,2025-11-13,VREF-7585,P0026,37,201.55,TVA 20%,Immediate Payment
PO2025-1075,Supplier 29,2025-11-04,2025-11-13,VREF-7585,P0015,48,423.95,TVA 20%,Immediate Payment
PO2025-1076,Supplier 11,2025-11-18,2025-11-21,VREF-7728,PROD006,17,57.85,TVA 20%,15 Days
PO2025-1076,Supplier 11,2025-11-18,2025-11-21,VREF-7728,PROD042,17,367.96,TVA 20%,15 Days
PO2025-1076,Supplier 11,2025-11-18,2025-11-21,VREF-7728,PROD008,9,409.01,TVA 20%,15 Days
PO2025-1076,Supplier 11,2025-11-18,2025-11-21,VREF-7728,PROD040,27,329.08,TVA 20%,15 Days
PO2025-1077,Supplier 26,2025-12-10,2025-12-16,VREF-9254,PROD024,33,482.5,TVA 20%,Immediate Payment
PO2025-1078,Supplier 31,2025-10-07,2025-10-10,VREF-5116,PROD036,35,341.33,TVA 20%,Immediate Payment
PO2025-1078,Supplier 31,2025-10-07,2025-10-10,VREF-5116,P0003,29,17.08,TVA 20%,Immediate Payment
PO2025-1079,Supplier 4,2025-10-28,2025-10-30,VREF-3556,PROD029,38,148.25,TVA 20%,End of Month
PO2025-1080,Supplier 2,2025-09-08,2025-09-16,VREF-6059,PROD005,11,358.81,TVA 20%,Immediate Payment
PO2025-1080,Supplier 2,2025-09-08,2025-09-16,VREF-6059,P0006,23,341.55,TVA 20%,Immediate Payment
PO2025-1080,Supplier 2,2025-09-08,2025-09-16,VREF-6059,P0017,10,288.3,TVA 20%,Immediate Payment
PO2025-1080,Supplier 2,2025-09-08,2025-09-16,VREF-6059,PROD020,14,106.25,TVA 20%,Immediate Payment
PO2025-1081,Supplier 1,2025-09-12,2025-09-19,VREF-3137,P0004,14,34.4,TVA 20%,End of Month
PO2025-1081,Supplier 1,2025-09-12,2025-09-19,VREF-3137,P0012,25,447.37,TVA 20%,End of Month
PO2025-1082,Supplier 8,2025-10-21,2025-10-27,VREF-6421,P0015,47,271.55,TVA 20%,15 Days
PO2025-1083,Supplier 5,2025-11-15,2025-11-21,VREF-7005,P0030,28,184.7,TVA 20%,30 Days
PO2025-1083,Supplier 5,2025-11-15,2025-11-21,VREF-7005,P0003,1,23.39,TVA 20%,30 Days
PO2025-1083,Supplier 5,2025-11-15,2025-11-21,VREF-7005,P0016,10,440.08,TVA 20%,30 Days
PO2025-1083,Supplier 5,2025-11-15,2025-11-21,VREF-7005,PROD025,30,347.38,TVA 20%,30 Days
PO2025-1084,Supplier 9,2025-10-20,2025-10-24,VREF-1730,PROD049,30,315.4,TVA 20%,Immediate Payment
PO2025-1084,Supplier 9,2025-10-20,2025-10-24,VREF-1730,P0006,40,265.55,TVA 20%,Immediate Payment
PO2025-1084,Supplier 9,2025-10-20,2025-10-24,VREF-1730,P0002,9,436.18,TVA 20%,Immediate Payment
PO2025-1084,Supplier 9,2025-10-20,2025-10-24,VREF-1730,P0016,31,462.5,TVA 20%,Immediate Payment
PO2025-1085,Supplier 28,2025-09-13,2025-09-20,VREF-6711,P0006,20,287.47,TVA 20%,30 Days
PO2025-1085,Supplier 28,2025-09-13,2025-09-20,VREF-6711,P0016,5,233.54,TVA 20%,30 Days
PO2025-1086,Supplier 27,2025-12-01,2025-12-09,VREF-2433,P0009,37,115.65,TVA 20%,Immediate Payment
PO2025-1086,Supplier 27,2025-12-01,2025-12-09,VREF-2433,P0022,49,193.32,TVA 20%,Immediate Payment
PO2025-1086,Supplier 27,2025-12-01,2025-12-09,VREF-2433,PROD046,26,73.7,TVA 20%,Immediate Payment
PO2025-1087,Supplier 16,2025-12-03,2025-12-09,VREF-6806,PROD010,47,118.13,TVA 20%,15 Days
PO2025-1087,Supplier 16,2025-12-03,2025-12-09,VREF-6806,PROD033,21,323.45,TVA 20%,15 Days
PO2025-1088,Supplier 5,2025-10-28,2025-11-03,VREF-1293,PROD029,42,320.0,TVA 20%,End of Month
PO2025-1088,Supplier 5,2025-10-28,2025-11-03,VREF-1293,PROD044,30,294.14,TVA 20%,End of Month
PO2025-1088,Supplier 5,2025-10-28,2025-11-03,VREF-1293,P0019,38,446.73,TVA 20%,End of Month
PO2025-1088,Supplier 5,2025-10-28,2025-11-03,VREF-1293,P0027,3,11.31,TVA 20%,End of Month
PO2025-1089,Supplier 15,2025-11-03,2025-11-13,VREF-8150,PROD021,19,24.4,TVA 20%,15 Days
PO2025-1089,Supplier 15,2025-11-03,2025-11-13,VREF-8150,PROD019,27,25.1,TVA 20%,15 Days
PO2025-1089,Supplier 15,2025-11-03,2025-11-13,VREF-8150,PROD039,45,98.38,TVA 20%,15 Days
PO2025-1089,Supplier 15,2025-11-03,2025-11-13,VREF-8150,PROD004,29,406.65,TVA 20%,15 Days
PO2025-1090,Supplier 12,2025-10-03,2025-10-09,VREF-1863,P0025,41,439.74,TVA 20%,Immediate Payment
PO2025-1091,Supplier 15,2025-10-03,2025-10-05,VREF-3402,PROD013,17,328.52,TVA 20%,15 Days
PO2025-1091,Supplier 15,2025-10-03,2025-10-05,VREF-3402,PROD022,36,65.66,TVA 20%,15 Days
PO2025-1091,Supplier 15,2025-10-03,2025-10-05,VREF-3402,PROD016,14,215.14,TVA 20%,15 Days
PO2025-1091,Supplier 15,2025-10-03,2025-10-05,VREF-3402,PROD030,5,245.86,TVA 20%,15 Days
PO2025-1092,Supplier 19,2025-10-12,2025-10-16,VREF-8526,PROD027,1,468.04,TVA 20%,Immediate Payment
PO2025-1092,Supplier 19,2025-10-12,2025-10-16,VREF-8526,PROD022,12,242.23,TVA 20%,Immediate Payment
PO2025-1092,Supplier 19,2025-10-12,2025-10-16,VREF-8526,PROD046,40,120.71,TVA 20%,Immediate Payment
PO2025-1093,Supplier 20,2025-11-23,2025-11-29,VREF-4067,PROD017,32,294.72,TVA 20%,End of Month
PO2025-1093,Supplier 20,2025-11-23,2025-11-29,VREF-4067,PROD005,21,281.96,TVA 20%,End of Month
PO2025-1093,Supplier 20,2025-11-23,2025-11-29,VREF-4067,PROD004,33,474.43,TVA 20%,End of Month
PO2025-1093,Supplier 20,2025-11-23,2025-11-29,VREF-4067,P0004,23,69.61,TVA 20%,End of Month
PO2025-1094,Supplier 26,2025-11-05,2025-11-14,VREF-5089,P0007,24,358.99,TVA 20%,End of Month
PO2025-1095,Supplier 12,2025-10-25,2025-10-27,VREF-9262,PROD029,6,79.9,TVA 20%,15 Days
PO2025-1095,Supplier 12,2025-10-25,2025-10-27,VREF-9262,PROD026,29,211.46,TVA 20%,15 Days
PO2025-1096,Supplier 29,2025-09-14,2025-09-17,VREF-1225,PROD023,18,264.21,TVA 20%,15 Days
PO2025-1096,Supplier 29,2025-09-14,2025-09-17,VREF-1225,PROD023,30,306.03,TVA 20%,15 Days
PO2025-1096,Supplier 29,2025-09-14,2025-09-17,VREF-1225,P0004,20,16.38,TVA 20%,15 Days
PO2025-1096,Supplier 29,2025-09-14,2025-09-17,VREF-1225,PROD011,46,180.06,TVA 20%,15 Days
PO2025-1097,Supplier 21,2025-10-31,2025-11-09,VREF-6745,PROD023,18,277.67,TVA 20%,15 Days
PO2025-1097,Supplier 21,2025-10-31,2025-11-09,VREF-6745,PROD005,37,69.2,TVA 20%,15 Days
PO2025-1097,Supplier 21,2025-10-31,2025-11-09,VREF-6745,P0025,27,28.7,TVA 20%,15 Days
PO2025-1097,Supplier 21,2025-10-31,2025-11-09,VREF-6745,PROD022,20,176.19,TVA 20%,15 Days
PO2025-1098,Supplier 1,2025-11-30,2025-12-03,VREF-4315,P0015,48,258.12,TVA 20%,15 Days
PO2025-1098,Supplier 1,2025-11-30,2025-12-03,VREF-4315,PROD040,4,347.3,TVA 20%,15 Days
PO2025-1098,Supplier 1,2025-11-30,2025-12-03,VREF-4315,P0012,42,93.38,TVA 20%,15 Days
PO2025-1098,Supplier 1,2025-11-30,2025-12-03,VREF-4315,P0027,11,396.7,TVA 20%,15 Days
PO2025-1099,Supplier 23,2025-12-07,2025-12-09,VREF-3155,PROD013,34,345.38,TVA 20%,30 Days
PO2025-1099,Supplier 23,2025-12-07,2025-12-09,VREF-3155,PROD041,28,472.68,TVA 20%,30 Days
PO2025-1099,Supplier 23,2025-12-07,2025-12-09,VREF-3155,P0005,1,128.64,TVA 20%,30 Days
PO2025-1100,Supplier 20,2025-10-24,2025-10-30,VREF-7293,P0016,47,388.04,TVA 20%,15 Days
PO2025-1100,Supplier 20,2025-10-24,2025-10-30,VREF-7293,P0030,34,495.1,TVA 20%,15 Days
PO2025-1101,Supplier 32,2025-09-29,2025-10-05,VREF-2186,PROD020,13,395.75,TVA 20%,Immediate Payment
PO2025-1102,Supplier 7,2025-10-06,2025-10-16,VREF-3039,PROD036,45,179.53,TVA 20%,30 Days
PO2025-1102,Supplier 7,2025-10-06,2025-10-16,VREF-3039,PROD011,40,254.51,TVA 20%,30 Days
PO2025-1102,Supplier 7,2025-10-06,2025-10-16,VREF-3039,PROD020,19,30.65,TVA 20%,30 Days
PO2025-1102,Supplier 7,2025-10-06,2025-10-16,VREF-3039,P0014,39,174.58,TVA 20%,30 Days
PO2025-1103,Supplier 32,2025-10-04,2025-10-11,VREF-9461,PROD049,11,57.97,TVA 20%,15 Days
PO2025-1103,Supplier 32,2025-10-04,2025-10-11,VREF-9461,PROD032,40,413.52,TVA 20%,15 Days
PO2025-1103,Supplier 32,2025-10-04,2025-10-11,VREF-9461,PROD044,14,145.1,TVA 20%,15 Days
PO2025-1104,Supplier 26,2025-11-26,2025-12-06,VREF-2467,P0004,39,103.3,TVA 20%,15 Days
PO2025-1104,Supplier 26,2025-11-26,2025-12-06,VREF-2467,P0028,23,219.4,TVA 20%,15 Days
PO2025-1105,Supplier 18,2025-11-11,2025-11-15,VREF-3143,PROD010,4,167.75,TVA 20%,Immediate Payment
PO2025-1105,Supplier 18,2025-11-11,2025-11-15,VREF-3143,P0005,36,322.98,TVA 20%,Immediate Payment
PO2025-1105,Supplier 18,2025-11-11,2025-11-15,VREF-3143,PROD029,40,331.4,TVA 20%,Immediate Payment
PO2025-1106,Supplier 9,2025-10-30,2025-11-03,VREF-8609,P0027,14,341.73,TVA 20%,Immediate Payment
PO2025-1106,Supplier 9,2025-10-30,2025-11-03,VREF-8609,P0026,37,216.24,TVA 20%,Immediate Payment
PO2025-1106,Supplier 9,2025-10-30,2025-11-03,VREF-8609,PROD002,18,455.52,TVA 20%,Immediate Payment
PO2025-1106,Supplier 9,2025-10-30,2025-11-03,VREF-8609,PROD019,27,84.64,TVA 20%,Immediate Payment
PO2025-1107,Supplier 6,2025-12-04,2025-12-11,VREF-2472,PROD027,48,66.41,TVA 20%,30 Days
PO2025-1107,Supplier 6,2025-12-04,2025-12-11,VREF-2472,PROD010,8,297.68,TVA 20%,30 Days
PO2025-1107,Supplier 6,2025-12-04,2025-12-11,VREF-2472,PROD016,34,105.17,TVA 20%,30 Days
PO2025-1107,Supplier 6,2025-12-04,2025-12-11,VREF-2472,PROD008,46,281.92,TVA 20%,30 Days
PO2025-1108,Supplier 18,2025-09-14,2025-09-22,VREF-8048,PROD004,50,321.82,TVA 20%,30 Days
PO2025-1109,Supplier 9,2025-10-04,2025-10-14,VREF-7547,PROD026,44,64.5,TVA 20%,End of Month
PO2025-1109,Supplier 9,2025-10-04,2025-10-14,VREF-7547,PROD015,3,478.97,TVA 20%,End of Month
PO2025-1109,Supplier 9,2025-10-04,2025-10-14,VREF-7547,PROD030,36,89.07,TVA 20%,End of Month
PO2025-1109,Supplier 9,2025-10-04,2025-10-14,VREF-7547,PROD020,5,305.43,TVA 20%,End of Month
PO2025-1110,Supplier 26,2025-09-04,2025-09-09,VREF-6749,P0015,10,455.04,TVA 20%,End of Month
PO2025-1111,Supplier 31,2025-09-21,2025-09-30,VREF-1806,PROD037,21,247.46,TVA 20%,Immediate Payment
PO2025-1112,Supplier 12,2025-09-25,2025-10-01,VREF-9026,PROD046,23,166.26,TVA 20%,Immediate Payment
PO2025-1112,Supplier 12,2025-09-25,2025-10-01,VREF-9026,PROD018,31,386.62,TVA 20%,Immediate Payment
PO2025-1112,Supplier 12,2025-09-25,2025-10-01,VREF-9026,P0023,1,363.0,TVA 20%,Immediate Payment
PO2025-1113,Supplier 12,2025-11-03,2025-11-10,VREF-1673,P0010,16,327.69,TVA 20%,15 Days
PO2025-1113,Supplier 12,2025-11-03,2025-11-10,VREF-1673,P0017,25,175.46,TVA 20%,15 Days
PO2025-1113,Supplier 12,2025-11-03,2025-11-10,VREF-1673,PROD025,15,299.32,TVA 20%,15 Days
PO2025-1114,Supplier 3,2025-10-23,2025-10-26,VREF-8788,PROD007,10,350.77,TVA 20%,End of Month
PO2025-1114,Supplier 3,2025-10-23,2025-10-26,VREF-8788,P0023,35,192.36,TVA 20%,End of Month
PO2025-1115,Supplier 6,2025-09-20,2025-09-29,VREF-3595,P0014,41,180.61,TVA 20%,15 Days
PO2025-1115,Supplier 6,2025-09-20,2025-09-29,VREF-3595,P0023,46,14.61,TVA 20%,15 Days
PO2025-1116,Supplier 28,2025-10-07,2025-10-11,VREF-9394,PROD018,9,240.97,TVA 20%,15 Days
PO2025-1116,Supplier 28,2025-10-07,2025-10-11,VREF-9394,PROD037,24,167.21,TVA 20%,15 Days
PO2025-1116,Supplier 28,2025-10-07,2025-10-11,VREF-9394,PROD017,32,482.58,TVA 20%,15 Days
PO2025-1116,Supplier 28,2025-10-07,2025-10-11,VREF-9394,P0017,36,371.44,TVA 20%,15 Days
PO2025-1117,Supplier 31,2025-10-26,2025-10-30,VREF-8228,PROD045,31,234.07,TVA 20%,End of Month
PO2025-1118,Supplier 5,2025-10-08,2025-10-13,VREF-9088,PROD043,25,171.71,TVA 20%,Immediate Payment
PO2025-1119,Supplier 14,2025-09-03,2025-09-09,VREF-3247,P0022,7,383.49,TVA 20%,Immediate Payment
PO2025-1119,Supplier 14,2025-09-03,2025-09-09,VREF-3247,PROD046,9,453.78,TVA 20%,Immediate Payment
PO2025-1119,Supplier 14,2025-09-03,2025-09-09,VREF-3247,P0014,6,88.61,TVA 20%,Immediate Payment
PO2025-1119,Supplier 14,2025-09-03,2025-09-09,VREF-3247,PROD043,28,227.35,TVA 20%,Immediate Payment
PO2025-1120,Supplier 29,2025-09-15,2025-09-19,VREF-5254,P0018,41,170.1,TVA 20%,30 Days
PO2025-1121,Supplier 21,2025-12-08,2025-12-16,VREF-3431,P0012,14,238.69,TVA 20%,15 Days
PO2025-1121,Supplier 21,2025-12-08,2025-12-16,VREF-3431,PROD031,2,107.06,TVA 20%,15 Days
PO2025-1122,Supplier 21,2025-11-14,2025-11-22,VREF-3172,P0002,7,208.06,TVA 20%,End of Month
PO2025-1122,Supplier 21,2025-11-14,2025-11-22,VREF-3172,P0020,19,13.94,TVA 20%,End of Month
PO2025-1123,Supplier 12,2025-09-18,2025-09-21,VREF-1843,P0025,50,308.7,TVA 20%,End of Month
PO2025-1124,Supplier 19,2025-10-08,2025-10-15,VREF-9609,PROD041,50,438.24,TVA 20%,End of Month
PO2025-1124,Supplier 19,2025-10-08,2025-10-15,VREF-9609,PROD018,6,223.31,TVA 20%,End of Month
PO2025-1125,Supplier 28,2025-09-05,2025-09-12,VREF-1824,PROD037,46,494.23,TVA 20%,30 Days
PO2025-1125,Supplier 28,2025-09-05,2025-09-12,VREF-1824,P0007,15,444.2,TVA 20%,30 Days
PO2025-1126,Supplier 10,2025-11-21,2025-11-24,VREF-8517,P0025,15,277.55,TVA 20%,Immediate Payment
PO2025-1126,Supplier 10,2025-11-21,2025-11-24,VREF-8517,P0028,4,226.44,TVA 20%,Immediate Payment
PO2025-1126,Supplier 10,2025-11-21,2025-11-24,VREF-8517,PROD020,42,495.4,TVA 20%,Immediate Payment
PO2025-1127,Supplier 29,2025-11-05,2025-11-10,VREF-4536,PROD045,24,158.2,TVA 20%,30 Days
PO2025-1127,Supplier 29,2025-11-05,2025-11-10,VREF-4536,P0017,13,412.41,TVA 20%,30 Days
PO2025-1127,Supplier 29,2025-11-05,2025-11-10,VREF-4536,P0017,19,227.53,TVA 20%,30 Days
PO2025-1127,Supplier 29,2025-11-05,2025-11-10,VREF-4536,P0026,35,476.36,TVA 20%,30 Days
PO2025-1128,Supplier 3,2025-09-16,2025-09-20,VREF-1042,PROD034,32,29.53,TVA 20%,Immediate Payment
PO2025-1128,Supplier 3,2025-09-16,2025-09-20,VREF-1042,P0024,12,425.47,TVA 20%,Immediate Payment
PO2025-1128,Supplier 3,2025-09-16,2025-09-20,VREF-1042,PROD001,39,408.25,TVA 20%,Immediate Payment
PO2025-1128,Supplier 3,2025-09-16,2025-09-20,VREF-1042,PROD005,8,453.21,TVA 20%,Immediate Payment
PO2025-1129,Supplier 29,2025-11-24,2025-11-28,VREF-8989,PROD017,28,474.31,TVA 20%,Immediate Payment
PO2025-1130,Supplier 8,2025-09-28,2025-10-02,VREF-7783,P0020,13,266.11,TVA 20%,15 Days
PO2025-1130,Supplier 8,2025-09-28,2025-10-02,VREF-7783,PROD043,5,163.81,TVA 20%,15 Days
PO2025-1131,Supplier 8,2025-11-14,2025-11-16,VREF-3395,PROD047,40,436.61,TVA 20%,15 Days
PO2025-1131,Supplier 8,2025-11-14,2025-11-16,VREF-3395,PROD001,11,412.09,TVA 20%,15 Days
PO2025-1132,Supplier 6,2025-11-09,2025-11-19,VREF-6605,PROD028,35,454.95,TVA 20%,30 Days
PO2025-1132,Supplier 6,2025-11-09,2025-11-19,VREF-6605,P0016,14,419.17,TVA 20%,30 Days
PO2025-1132,Supplier 6,2025-11-09,2025-11-19,VREF-6605,PROD026,28,331.81,TVA 20%,30 Days
PO2025-1132,Supplier 6,2025-11-09,2025-11-19,VREF-6605,PROD028,49,280.4,TVA 20%,30 Days
PO2025-1133,Supplier 14,2025-09-14,2025-09-22,VREF-7044,P0003,1,441.7,TVA 20%,15 Days
PO2025-1133,Supplier 14,2025-09-14,2025-09-22,VREF-7044,PROD011,31,87.72,TVA 20%,15 Days
PO2025-1134,Supplier 23,2025-09-17,2025-09-22,VREF-3317,PROD034,8,105.41,TVA 20%,End of Month
PO2025-1134,Supplier 23,2025-09-17,2025-09-22,VREF-3317,P0018,46,171.83,TVA 20%,End of Month
PO2025-1135,Supplier 23,2025-09-09,2025-09-16,VREF-4275,P0011,37,373.94,TVA 20%,15 Days
PO2025-1135,Supplier 23,2025-09-09,2025-09-16,VREF-4275,PROD044,15,118.14,TVA 20%,15 Days
PO2025-1135,Supplier 23,2025-09-09,2025-09-16,VREF-4275,P0018,49,441.15,TVA 20%,15 Days
PO2025-1136,Supplier 4,2025-10-16,2025-10-19,VREF-4969,PROD036,1,348.53,TVA 20%,15 Days
PO2025-1136,Supplier 4,2025-10-16,2025-10-19,VREF-4969,PROD041,19,241.6,TVA 20%,15 Days
PO2025-1137,Supplier 11,2025-11-22,2025-12-01,VREF-7661,P0026,26,350.55,TVA 20%,30 Days
PO2025-1137,Supplier 11,2025-11-22,2025-12-01,VREF-7661,PROD009,15,329.42,TVA 20%,30 Days
PO2025-1137,Supplier 11,2025-11-22,2025-12-01,VREF-7661,PROD010,11,354.25,TVA 20%,30 Days
PO2025-1137,Supplier 11,2025-11-22,2025-12-01,VREF-7661,P0019,38,99.67,TVA 20%,30 Days
PO2025-1138,Supplier 26,2025-12-05,2025-12-11,VREF-1377,P0014,36,355.32,TVA 20%,15 Days
PO2025-1138,Supplier 26,2025-12-05,2025-12-11,VREF-1377,PROD015,31,430.9,TVA 20%,15 Days
PO2025-1139,Supplier 14,2025-09-22,2025-09-25,VREF-1973,P0004,5,204.36,TVA 20%,15 Days
PO2025-1139,Supplier 14,2025-09-22,2025-09-25,VREF-1973,P0010,8,166.84,TVA 20%,15 Days
PO2025-1139,Supplier 14,2025-09-22,2025-09-25,VREF-1973,PROD031,27,293.22,TVA 20%,15 Days
PO2025-1139,Supplier 14,2025-09-22,2025-09-25,VREF-1973,PROD008,19,51.71,TVA 20%,15 Days
PO2025-1140,Supplier 3,2025-11-07,2025-11-09,VREF-6057,P0009,3,122.0,TVA 20%,30 Days
PO2025-1141,Supplier 9,2025-09-12,2025-09-22,VREF-4806,PROD002,30,396.77,TVA 20%,15 Days
PO2025-1141,Supplier 9,2025-09-12,2025-09-22,VREF-4806,PROD016,3,148.56,TVA 20%,15 Days
PO2025-1141,Supplier 9,2025-09-12,2025-09-22,VREF-4806,PROD049,2,432.28,TVA 20%,15 Days
PO2025-1141,Supplier 9,2025-09-12,2025-09-22,VREF-4806,P0023,36,75.73,TVA 20%,15 Days
PO2025-1142,Supplier 9,2025-09-26,2025-09-30,VREF-5817,PROD036,27,257.5,TVA 20%,15 Days
PO2025-1142,Supplier 9,2025-09-26,2025-09-30,VREF-5817,P0017,47,460.89,TVA 20%,15 Days
PO2025-1143,Supplier 18,2025-09-11,2025-09-17,VREF-3159,P0018,8,213.14,TVA 20%,15 Days
PO2025-1144,Supplier 31,2025-09-03,2025-09-13,VREF-8763,PROD021,35,137.09,TVA 20%,15 Days
PO2025-1144,Supplier 31,2025-09-03,2025-09-13,VREF-8763,PROD023,17,129.25,TVA 20%,15 Days
PO2025-1144,Supplier 31,2025-09-03,2025-09-13,VREF-8763,P0012,46,440.47,TVA 20%,15 Days
PO2025-1144,Supplier 31,2025-09-03,2025-09-13,VREF-8763,PROD014,43,380.68,TVA 20%,15 Days
PO2025-1145,Supplier 9,2025-09-19,2025-09-28,VREF-8654,PROD013,16,448.34,TVA 20%,15 Days
PO2025-1145,Supplier 9,2025-09-19,2025-09-28,VREF-8654,P0012,16,325.67,TVA 20%,15 Days
PO2025-1146,Supplier 17,2025-10-18,2025-10-24,VREF-1930,PROD038,21,115.4,TVA 20%,30 Days
PO2025-1146,Supplier 17,2025-10-18,2025-10-24,VREF-1930,PROD045,33,371.02,TVA 20%,30 Days
PO2025-1146,Supplier 17,2025-10-18,2025-10-24,VREF-1930,PROD014,4,289.48,TVA 20%,30 Days
PO2025-1147,Supplier 12,2025-09-05,2025-09-07,VREF-8674,PROD050,24,213.44,TVA 20%,30 Days
PO2025-1147,Supplier 12,2025-09-05,2025-09-07,VREF-8674,PROD009,35,67.78,TVA 20%,30 Days
PO2025-1147,Supplier 12,2025-09-05,2025-09-07,VREF-8674,PROD036,47,413.72,TVA 20%,30 Days
PO2025-1147,Supplier 12,2025-09-05,2025-09-07,VREF-8674,PROD018,38,342.58,TVA 20%,30 Days
PO2025-1148,Supplier 11,2025-10-23,2025-10-31,VREF-4970,P0004,2,239.64,TVA 20%,End of Month
PO2025-1149,Supplier 33,2025-10-09,2025-10-14,VREF-5453,PROD035,9,25.72,TVA 20%,End of Month
PO2025-1149,Supplier 33,2025-10-09,2025-10-14,VREF-5453,P0005,21,409.13,TVA 20%,End of Month
PO2025-1150,Supplier 27,2025-09-11,2025-09-16,VREF-6304,P0016,19,66.15,TVA 20%,End of Month
PO2025-1150,Supplier 27,2025-09-11,2025-09-16,VREF-6304,P0008,23,418.76,TVA 20%,End of Month
PO2025-1150,Supplier 27,2025-09-11,2025-09-16,VREF-6304,PROD003,10,319.02,TVA 20%,End of Month
PO2025-1151,Supplier 17,2025-09-04,2025-09-07,VREF-3100,PROD041,21,223.3,TVA 20%,Immediate Payment
PO2025-1151,Supplier 17,2025-09-04,2025-09-07,VREF-3100,PROD031,44,139.65,TVA 20%,Immediate Payment
PO2025-1151,Supplier 17,2025-09-04,2025-09-07,VREF-3100,P0014,8,170.85,TVA 20%,Immediate Payment
PO2025-1151,Supplier 17,2025-09-04,2025-09-07,VREF-3100,P0024,10,65.52,TVA 20%,Immediate Payment
PO2025-1152,Supplier 17,2025-11-30,2025-12-07,VREF-8982,PROD043,13,233.58,TVA 20%,15 Days
PO2025-1153,Supplier 9,2025-11-14,2025-11-20,VREF-4687,PROD044,8,65.69,TVA 20%,End of Month
PO2025-1154,Supplier 26,2025-11-14,2025-11-22,VREF-1647,PROD040,30,466.84,TVA 20%,End of Month
PO2025-1154,Supplier 26,2025-11-14,2025-11-22,VREF-1647,P0003,23,361.75,TVA 20%,End of Month
PO2025-1155,Supplier 6,2025-11-28,2025-11-30,VREF-3195,PROD012,15,422.15,TVA 20%,Immediate Payment
PO2025-1155,Supplier 6,2025-11-28,2025-11-30,VREF-3195,PROD045,10,362.1,TVA 20%,Immediate Payment
PO2025-1155,Supplier 6,2025-11-28,2025-11-30,VREF-3195,P0021,45,456.85,TVA 20%,Immediate Payment
